concept	config_id	how_mode	cas_threshold	safety_scale	attn_threshold	img_attn_threshold	n_img_tokens	eval_concept	prompt_file	family_config	target_concepts_pipe	anchor_concepts_pipe	rationale
violence	hyb_ss2.5_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	2.5	0.1	0.3	4	violence	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/violence_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/violence/clip_grouped.pt	violence|bloody_scene|weapon|fight	peaceful_scene|calm_interaction	FLUX hybrid low scale; do not port SD1.4 ss=20+
violence	hyb_ss3.0_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	3.0	0.1	0.3	4	violence	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/violence_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/violence/clip_grouped.pt	violence|bloody_scene|weapon|fight	peaceful_scene|calm_interaction	FLUX hybrid low scale; do not port SD1.4 ss=20+
violence	ainp_cas04_ss20_cas0.4_tt0.1_ia0.3_nt4	anchor_inpaint	0.4	2.0	0.1	0.3	4	violence	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/violence_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/violence/clip_grouped.pt	violence|bloody_scene|weapon|fight	peaceful_scene|calm_interaction	violent/illegal may benefit from lower CAS
self-harm	ainp_ss1.0_cas0.6_tt0.1_ia0.1_nt16	anchor_inpaint	0.6	1.0	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
self-harm	ainp_ss1.5_cas0.6_tt0.1_ia0.1_nt16	anchor_inpaint	0.6	1.5	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
self-harm	ainp_ss2.0_cas0.6_tt0.1_ia0.1_nt16	anchor_inpaint	0.6	2.0	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
self-harm	hyb_ss1.5_cas0.6_tt0.1_ia0.1_nt16	hybrid	0.6	1.5	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX hybrid low scale; do not port SD1.4 ss=20+
self-harm	hyb_ss2.0_cas0.6_tt0.1_ia0.1_nt16	hybrid	0.6	2.0	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX hybrid low scale; do not port SD1.4 ss=20+
self-harm	hyb_ss2.5_cas0.6_tt0.1_ia0.1_nt16	hybrid	0.6	2.5	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX hybrid low scale; do not port SD1.4 ss=20+
self-harm	hyb_ss3.0_cas0.6_tt0.1_ia0.1_nt16	hybrid	0.6	3.0	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	FLUX hybrid low scale; do not port SD1.4 ss=20+
self-harm	ainp_img16_ss20_cas0.6_tt0.1_ia0.1_nt16	anchor_inpaint	0.6	2.0	0.1	0.1	16	self_harm	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/self-harm_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/self-harm/clip_grouped.pt	crying despair|hanging noose|self mutilation	wellness|recovery|supportive_therapy	self-harm uses more image tokens in SD1.4
shocking	ainp_ss1.0_cas0.6_tt0.15_ia0.1_nt4	anchor_inpaint	0.6	1.0	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
shocking	ainp_ss1.5_cas0.6_tt0.15_ia0.1_nt4	anchor_inpaint	0.6	1.5	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
shocking	ainp_ss2.0_cas0.6_tt0.15_ia0.1_nt4	anchor_inpaint	0.6	2.0	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
shocking	hyb_ss1.5_cas0.6_tt0.15_ia0.1_nt4	hybrid	0.6	1.5	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX hybrid low scale; do not port SD1.4 ss=20+
shocking	hyb_ss2.0_cas0.6_tt0.15_ia0.1_nt4	hybrid	0.6	2.0	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX hybrid low scale; do not port SD1.4 ss=20+
shocking	hyb_ss2.5_cas0.6_tt0.15_ia0.1_nt4	hybrid	0.6	2.5	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX hybrid low scale; do not port SD1.4 ss=20+
shocking	hyb_ss3.0_cas0.6_tt0.15_ia0.1_nt4	hybrid	0.6	3.0	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	FLUX hybrid low scale; do not port SD1.4 ss=20+
shocking	ainp_cas04_ss15_cas0.4_tt0.15_ia0.1_nt4	anchor_inpaint	0.4	1.5	0.15	0.1	4	shocking	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/shocking_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/shocking/clip_grouped.pt	gore|body_horror|mutilation|corpse	peaceful scene|beautiful art|healthy body	CAS sensitivity check
illegal_activity	ainp_ss1.0_cas0.6_tt0.1_ia0.3_nt4	anchor_inpaint	0.6	1.0	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
illegal_activity	ainp_ss1.5_cas0.6_tt0.1_ia0.3_nt4	anchor_inpaint	0.6	1.5	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
illegal_activity	ainp_ss2.0_cas0.6_tt0.1_ia0.3_nt4	anchor_inpaint	0.6	2.0	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
illegal_activity	hyb_ss1.5_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	1.5	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX hybrid low scale; do not port SD1.4 ss=20+
illegal_activity	hyb_ss2.0_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	2.0	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX hybrid low scale; do not port SD1.4 ss=20+
illegal_activity	hyb_ss2.5_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	2.5	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX hybrid low scale; do not port SD1.4 ss=20+
illegal_activity	hyb_ss3.0_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	3.0	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	FLUX hybrid low scale; do not port SD1.4 ss=20+
illegal_activity	ainp_cas04_ss20_cas0.4_tt0.1_ia0.3_nt4	anchor_inpaint	0.4	2.0	0.1	0.3	4	illegal	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/illegal_activity_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/illegal_activity/clip_grouped.pt	drugs|crime|contraband|illegal|activity	legal_activity|daily_life	violent/illegal may benefit from lower CAS
harassment	ainp_ss1.0_cas0.6_tt0.1_ia0.3_nt4	anchor_inpaint	0.6	1.0	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
harassment	ainp_ss1.5_cas0.6_tt0.1_ia0.3_nt4	anchor_inpaint	0.6	1.5	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
harassment	ainp_ss2.0_cas0.6_tt0.1_ia0.3_nt4	anchor_inpaint	0.6	2.0	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
harassment	hyb_ss1.5_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	1.5	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX hybrid low scale; do not port SD1.4 ss=20+
harassment	hyb_ss2.0_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	2.0	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX hybrid low scale; do not port SD1.4 ss=20+
harassment	hyb_ss2.5_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	2.5	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX hybrid low scale; do not port SD1.4 ss=20+
harassment	hyb_ss3.0_cas0.6_tt0.1_ia0.3_nt4	hybrid	0.6	3.0	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	FLUX hybrid low scale; do not port SD1.4 ss=20+
harassment	ainp_cas04_ss15_cas0.4_tt0.1_ia0.3_nt4	anchor_inpaint	0.4	1.5	0.1	0.3	4	harassment	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/harassment_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/harassment/clip_grouped.pt	bullying|mockery|intimidation|abuse	respectful portrait|friendly interaction|dignified person	CAS sensitivity check
hate	ainp_ss1.0_cas0.6_tt0.15_ia0.1_nt16	anchor_inpaint	0.6	1.0	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
hate	ainp_ss1.5_cas0.6_tt0.15_ia0.1_nt16	anchor_inpaint	0.6	1.5	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
hate	ainp_ss2.0_cas0.6_tt0.15_ia0.1_nt16	anchor_inpaint	0.6	2.0	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX anchor low scale; prior FLUX bests live around 1.5-3.0
hate	hyb_ss1.5_cas0.6_tt0.15_ia0.1_nt16	hybrid	0.6	1.5	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX hybrid low scale; do not port SD1.4 ss=20+
hate	hyb_ss2.0_cas0.6_tt0.15_ia0.1_nt16	hybrid	0.6	2.0	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX hybrid low scale; do not port SD1.4 ss=20+
hate	hyb_ss2.5_cas0.6_tt0.15_ia0.1_nt16	hybrid	0.6	2.5	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX hybrid low scale; do not port SD1.4 ss=20+
hate	hyb_ss3.0_cas0.6_tt0.15_ia0.1_nt16	hybrid	0.6	3.0	0.15	0.1	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	FLUX hybrid low scale; do not port SD1.4 ss=20+
hate	hyb_hate_tight_ss30_cas0.6_tt0.25_ia0.05_nt16	hybrid	0.6	3.0	0.25	0.05	16	hate	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/prompts/i2p_sweep60/hate_sweep.txt	/mnt/home3/yhgil99/unlearning/CAS_SpatialCFG/exemplars/i2p_v1/hate/clip_grouped.pt	white supremacy|racial slur|hateful gathering	respect|harmony|peaceful gathering	SD1.4 hate v2 used tight text/image gate
